,tweet,label
2930,abeg make we no dey do like this i still dey young,2
2931,be like wetin dem dey see for museum,2
2932,the of you are mad na me fuck up wey i dey praise una‍️ lets act pe i no tag una omo ale,2
2933,everywhere just boring nothing to excite me its like ill leave this twitter for good sef una nor dey kuku patronize me again,2
2934,omo na to enter gym chop iron like who dey starve next ooo summer borry no summer money yet,2
2935,lmao my secondary school no fit even do that sco whatever thing i doubt say we reach wey dey active for twitter d skul ratchet as hell zero boujee standard for that ends na only biola dara sochima and muyiwa dey this twitter as far as im concerned,2
2936,f r i d a y thank god is friday weekend on d low b e l i e v e m o n e y e v e r e y lafia city stadium,2
2937,im d friend who doesnt settle for mediocrity i push you to your full potential im the ginger man im the strong friend with the pep talk decisive advise d one everyone waits to give final suggestion im the honest leader cos i go tell you as e be in d sweetest way,2
2938,i was about to sleep till i heard anybody lord help me i don dey zanku dey gbese for mins now its am‍️,2
2939,pikin wey no only fine but fresh im not crushing sha,2
2940,onions be testing my grocery shopping skills because what in the is this st frame is ooó nd frame is worth because a bag is wahala for who no dey chop food without onions what is the cost of onions in your area saturday is shopoclock,2
2941,he wasnt live oga na de ow brixton performance u de talk say na live,2
2942,we wey we dey nija still dey enjoy if you see the way nija babes bill nija guys in abroad ehn baba you go run my daddy this my house that,2
2943,i just dont like when people promise to get you something and they eventually get it but to collect the thing go be process its either e no dey pick phone no dey near am likeeee can you just drop it with someone let me come and pick it by myself,2
2944,na for pple like u na me wey no fine,2
2945,i no too get sense like that but i sabi too many idiots shigbain sense dem no fit boast of,2
2946,pastor dey shout your children will suck your womb i say your children will suck your womb congregation dey halla amen amen the thing sound like joke right now but if you follow me dey dat street this morning your heart for cut,2
2947,omooooo i no fit laugh abeg man utd fans this is pathetic even as a rival fan i dey feel pity for una,2
2948,i no wan complain sha na food dey suffer am,2
2949,lmafoooooooooooooooooooooo na why i dey always use good morningevening maam yes maam for my married exes whenever we dey chat,2
2950,nigerian parents are the best when it comes to disciplining a child pikin go dey cryshoutdey beg his mama or papaparent dont care at that point dem must to just flog that thing out of you heard a gal crying outbegging her mum mama is busy doing justice,2
2951,make una stop this cheating thing e dey gimme chest pain,2
2952,nationwide abi na una wahala make i download porn now,2
2953,wetin i do moncheglabach sef na to rebet lie this,2
2954,vector after all the warnings the super eagles dont play against the falcons worwor pikin they form handsome only one kelly dat i kno how come you didnt pay attention to all of this vector,2
2955,akporshlp me beg ebuka d housing gatemanmake e no dey disturb us with all dis im fake fake dreams againnatradio,2
2956,ah she said it oh she was like the small money wey you save nai you take dey branama like say you get pass like that you for move commot for house na and she used her warri accent,2
2957,ah taya oo she no cum fine sef wen dey dey wear bra there will not here word,2
2958,youre mad see you wey you want use ₦ stake to win ₦ for bet naija who dash you crypto currencies and forex your ₦k bitcoin wey don enter dip you better go an start selling gala and get a life burna boy,2
2959,is like people bought new cars in this gwarimpa the kin traffic way dem dey get these days e e e,2
2960,stay at home stay at home una no go hear word now ovi don go club tyler during extraction process don die awon omo alaigboran,2
2961,st match guy this pad no good ok we go exchange for d second game nd match guy na bcos u dey use world xi ok i go use ajax next rd match guy its bcos i havent eaten make we pause go chop now th match guyguy i dey go house,2
2962,na you dey do giveaway na your second number dey win am ‍️ set awon give and take,2
2963,walahi talahi aj na confirm clown why be say each time pulev dey ready to attack himthat is when e go hold him like say dem dey hug e get why sha,2
2964,if babes de type come de put plenty lol or emojis just know say e don pain them enter kidney,2
2965,roviel mud that babe she go her tl go dey retweet all messi and ronaldo fan contents,2
2966,i wan sell perfume na so i go tell this dude say he smell nice now hes becoming too friendly iz laik i don find trouble oo,2
2967,when sarz said thats cute and then played a mad jam i felt bad for shizzi e call person hard work cute,2
2968,god hope all this symptoms wey i dey feel for my body now is not covid oo im fckin scared mehn,2
2969,small moni lafia guys geh dem don run to abuja and geh married dere sheyb us wey still dey lafia we no suppose enjoy bah,2
2970,nice mama you said nice does general say tope better dont make me wake her with cane this night sef,2
2971,im not saying you shouldnt gossip about me youre free but please dont lie which one is shes even uglyabi your eye dey pain you omalicha nwa di ka m️,2
2972,e no go de funny at all the imagination de distress me,2
2973,air peace don delay my flight ️ for more than hours na their logo i been wan post yab dem before i just control myself cus i dey hear people dey shout calm down inside my head benin nigeria,2
2974,these internet service providers are extorting us they really are we spend so much on data and we never complain poor internet outrageous tariffs like say na straw una dey use draw my internet all the time gb off like that smile una no do well o,2
2975,ah e don electrocute her,2
2976,you never help to dey gather money den they curse you on top your voluntary analysis wetin dem go con do if you dey help raise money for voting and stuff oga abeg reason am well o,2
2977,im not a lesbian i repeat im not a lesbian ok yes i appreciate girls with assets alot but dat does not make me one,2
2978,so someone cannot sleep peacefully again adulthood na scam‍️ adulthood na scam‍️‍️ adulthood na scam‍️‍️‍️,2
2979,yes nayou no see say na when em don chop serious beating nai strength from nowhere go cum kill kill dem,2
2980,and u sure say no be elebolo ur mama dey do when them mistakenly give birth to u she don pass baton give u to continue from where she end i sure say for here u don hustle for k go again alaye baje,2
2981,inspiration sef left you you answered the wrong call man,2
2982,asset to prison yard abi una never see anything una think say buhari na jonathan wey una dey talk n run mouth anyhow una don jam army general with iron hand wey fit handle all of una carry on mr president,2
2983,my guy just called amala garbage smh na why dem nor dey rate benin boys for lagos,2
2984,may cant get any worse sapa still dey hot fulani herdsmen still dey kidnap and kill boko haram dey get more power chief of army staff crashed and died buhari still remains president to cap it all chelsea don win champions league,2
2985,the matter sef don tire me ggogbo eleyi ko nexcestri now,2
2986,wetin carry me enter buycoins ooooo i don enter chance money don hook over hours now e ba mi gbowo mi,2
2987,true love deh measurable by wetin una don sacrifice but no be by knack knack wey una deh knack everytime,2
2988,the woman wey dey supply us moi moi no dey add egg for am again o‍️,2
2989,so apparently any girl i come across in abuja are either or years and they come dey make me feel like old girl i no know say na football age dem dey give me me i dey form honesty we go kill me,2
2990,my mother comes back from work oh im so tired all my body dey pain me i wan sleep but make we go kitchen go rearrangeclean the deep freezer im like how ‍️,2
2991,sadly e come be like say artistes dey mince song kai,2
2992,and to think i risked points to bring in barnes the guy is returning just points e no go better for fpl scouts wey dey confuse person and to top it all pep is keeping kdb on the bench i need somewhere to cry,2
2993,first question na how many police dey lagos like half go dey guard the highbrow areas the affluentfamous self go carry some of the ones allocated for the state as personal escortsecurity and na them go collect the most sophisticated arms and best officers,2
2994,wetin happen nàaa,2
2995,donnay woman be like voice note na hear we dey hear am we no fit see am,2
2996,abeg donr release it o cos either gen or pumping machine one go give way i am spending money not budgeted to repair pumping machine which the coil got burnt after i used gen to power it,2
2997,those of you who have girl as profile pix and guy as cover photo whats your problem sef you cant confuse us ooh,2
2998,i gave one small boy ogogoro dem catch me e beat me had to act like i fainted e use cane wake me up,2
2999,im waay to tired leave this bed to watch the ja match we already losing sef so whats the point,2
3000,calling a girl by her isnt always romantic nah una say we no dey romantic we trying to be one una they change story again what do yhu guys really want ehn,2
3001,make una see the meeting wey this baba dey do shey dis one na president sha ur youths are been harassed and even killed as we tweet and everywhere is boiling up but na mali be ur fucking problem we don enter one chance tey tey for naija,2
3002,na secret cult you don see dem dey see you,2
3003,why dem dey mess una up like this na,2
3004,clean as you cook now i done cook finish and dem don chop add plate its like im running a restaurant in my fathers house,2
3005,dem wan mud smallie for wetin no concern am,2
3006,no be my mates de fly girls to dubai oo na my papa mates and y y boys oo the way my job is set up,2
3007,asin nor be today game start osufia talk anybody wey fall mugu dem go chop am,2
3008,months nai i dey para for mnths wey one put me make i send u d msg wey i send am,2
3009,english she isnt backbone yet she is on her way street use ya head nor be everything dem dey explain e get why porn nor dey get subtitle,2
3010,lmao me i no dey even want make dem start am im sure ill get it more this year,2
3011,guy i no fit my hand dey told warm water but e be like hot water the cold don mess up all the receptors wey dey my hand,2
3012,its true sef uk election is boring na only debate debate una go dey debate where are the scandals,2
3013,dis is how blessing keep passing me by sir biko ans my call na beg i dey beg,2
3014,una dey see una mates oluwa which kind friends dey occur gimme,2
3015,sigh e no easy for this end o even work is finishing me,2
3016,recently i have seen usuk citizen type wrong english and i dey here dey think how i wan take pass ielts wahala for wey no get better government o,2
3017,good shape good shape belle don dey come out,2
3018,ion dey na if e sure him make him come umuoji,2
3019,girls with bust size of how una take dey do am just made a jacket and it looks smalllllll im almost scared it wont fit and i used oo,2
3020,ikorodu delivery this could be your order but you dont love me enough to patronize me shey that one is good like that ehn abi you want me to go back to our village ni,2
3021,all this girls for this office go still dey pamper me like say i still be baby them no knw say i fit gv them belle bt i dey enjoy am sha,2
3022,rain pls is enough i dont wash my blanket for threedays now e no fi dry am tired of taking it in and out like a patient,2
3023,e dey always pain person,2
3024,the one wey off me last year na one babe wey dey fully date two guys and leading like three other guys on dey ask me for money shock hol me so tey i wan ask her what about em mandem wey dey at her service,2
3025,now you pissed her off who dey suffer am na me dey suffer am ️,2
3026,btw can someone please explain to me why brymo took that picture with gstring on na so e dey take start o,2
3027,wahala for who dey toast babe now o they key word is send me your aza make i wire u u go dey shyke dey form love i pity u sha,2
3028,lmao this brt don climb bump sotey breast don commot for bra,2
3029,e be like say barcelona sef dey mad,2
3030,e be like i don enter gbese oo i don go mistake buy new cycling shoes fizik tempo r overcurve in gunmetal,2
3031,our government no dey hear word they are deaf to the people na lie na until they take one of em abi,2
3032,is when you sub for gurl she share ur guy data your nigga con on hotspot for you he now con dey complain say no use the data view status ooo,2
3033,e don tey wey i know say were cowards i use to dream of becoming a soldier after my nysc but i will wait till i get to usa and join a respected military not this hooligans that kills civilians for fun but can face boko haram lazy,2
3034,dem sound like people wey fit dey chop person,2
3035,lol calm down na unna own dey worry pass oh omo if unna start person no dey rest,2
3036,the thing dey actually pain me im sad that somebody will have brain and be thinking like buns im sad,2
3037,una go dey talk say i no dey think but you wey be logical master didnt david moyes also inherit a title winning team i wish i knew you then i would have loved to see if you made excuses for him like you do for josé and moyes didnt spend money o,2
3038,na biz body dey worry u whahala say him dey pay me salary abi him go beat me,2
3039,na oyibo language be that dem sack drive arm commot there,2
3040,lmao na dem dey break my heart sadly,2
3041,this show dey vex me pass any one in a long while if i see the guy for the second pic i fit dash am better brushing,2
3042,the way i will draft this divorce petition eh the petitioner sef will ask me if the exhusband to be has offended me before,2
3043,reminds me of the ceiling fan i bought in uni for k na up e de blow go e no blow come down,2
3044,lmao person papa na him them dey use rag clean like say na dirty window like this,2
3045,una way tell me say make i just enter school say like play like play i go finish i no know say na rough play be dat see me now yrs one level,2
3046,please someone tell me theres a gb twitter because i dont get ‍️ people meeting on twitter me na laugh i dey here dey laugh,2
3047,nepa off light fan never finish dey turn i don sweat finish i comot outside hot inside hot after facing all of this i cannot come and go to hell again oohh,2
3048,na so dem dey behave,2
3049,na who get money dem dey rush na me wan rush money but hin too like to form hard to get,2
3050,your avatar no fine sef with your big mouth wey sabi hiss,2
3051,abeg wetin everybody dey see for this chiomas,2
3052,gtb and the person that took my money e no go better for una oo i am still depressed,2
3053,aswear e no go funny wahala sef don pass the money them go wan pay you,2
3054,e no fit repair again my dm don spoil,2
3055,they took light and heat descended on me like a plague heeeeiiiiii so na wetin pple wey no get ac dey pass thru be this chimooo,2
3056,manchester united real madrid and barcelona fit be the three richest football clubs for this world but while barca and madrid don sign griezmann and hazard united dey hope to sign sean long staff man united no get ambition,2
3057,no dey ask me whether my day was productive again abeg i no dey do anything,2
3058,may god not allow us marry dem ooo na dem o,2
3059,lmao this guy dey watch rugby sha portugal wey don pass round of into quarter finals,2
3060,khalil million nairana d whole world matter e dey judge,2
3061,you see all those slay queens wannabe those ones wey go dey chew chewing gum like say na hot swallow fear them oo especially the ones wey dey wear sunshades them sabi fart for africa im a victim,2
3062,missing home like say e don tey gra katsina,2
3063,hold on na this same premier league i watched abi na another one wey people dey tip kante for player of the year ‍️‍️,2
3064,nor be you put ur mouth for the mata e get who calls you just see ur sef outside grow up joor,2
3065,i actually cannot stay up late and not eat sad part is i enjoying watching movies at night but i no wan dey chop like this,2
3066,why e be say na yhu get belle but na our gals and wives dey help carry am,2
3067,nobody has asked me what my favorite wine or chocolate is abi this valentine get special perfume wey dem dey spray,2
3068,lmao dey dere dey guck person wey get cars for lagos dey stay rented apartment undull,2
3069,lol asin ehn i no dey even do that smiling again make everybody know how e dey be me,2
3070,coke dey do advert and dem dey banter chelsea imagine supporting a club like that,2
3071,this daenerys pikin don too dey raise chest,2
3072,wetin dis police people day feel like self nah becos dem carry gun or what time don reach way everybody for naija go carry gun oo,2
3073,is it until i dress in rags that people will know i dont have money yet and i dont even show off on sm cos i no get una dey make me wan depress say i never get money to help you oo,2
3074,so payint dey for n see why this life is not fair you go wan buy a pair of calvin klein boxer briefs dem go dey call k,2
3075,na your own to tough pass sef iswear,2
3076,na you be that na god be that foolish boy i rush enter room go lie down on bed to make a peaceful and romantic call na so his stupid number show up,2
3077,na wa oo person don dey for this onitsha bridge for almost an hour nowkai when we go reach lagos ooo,2
3078,im locked out of my house e no go better for security door,2
3079,no be lie ders dis girl i loved xo much back den upon all d things i do this girl no gree comot me from friend zone‍️she evn open mouth tell me say im like the brother she never had since then till today we still dey beef major beef,2
3080,so that guy sef na pius anyim he wan talk abt na him dem wan dry clean now lol see okoto here,2
3081,mimi kim se fun e na crime to black ni na black i black i no kee person or rig election ooo,2
3082,tonybut wait ooif riversuntd cant draw against kccad supposed weakln in d groupna who dem go fit drawaway,2
3083,u see diz life e no go make u hype somethings see diz otondo wey i hype oo nw d mess me up no network for my phone since yesterday mad people nw i d use mtn wey i hate,2
3084,na so i enter this restaurant wey i dey eye since i demanded for the best dish and drink eat finish and tell dem april fool dey come take am personal say i be fool now im going to work for months here for free these people no get sense of humor,2
3085,some pipu hypocrisies dey stink fine u dont like rosie bt she postd pics of herself in cegar brand wear instead of u at list b happy d patronageuna stil dey spill billes bout her in d wears oloun some pipu hearts na hatred fulam notin u can do please em,2
3086,this one don finish eba she con de serve hot looks if you dont geddifok,2
3087,where una for dey see this money take dey buy car for una wives namake una show me na,2
3088,god ‍️ two bowls of ofe akwu plus goat meat wey dey inside i gave the boy living with me to warm so artisans wey work for my house go use chop cups of rice wey we prepare the boy burn everything to ashes ‍️,2
3089,is that person your relative oga ooo na like this una dey do,2
3090,dey beat me hen ‍️ i go back and beat d gel again then i look out for better shine cutlass and sit in front of my class wit my goons then d man ordered d prefects to go and carry me or tie me dey all knows me well,2
3091,lagos people make una leave burna boy for a while why una be like dis nah,2
3092,im just thinking if ill ever win giveaway on this app haba since ohh me sef don taya,2
3093,i no know who dey braid your hair before sha wey make all your front hair chop come try our stylist,2
3094,da gudu sef na dat time e go pain dem pass,2
3095,she don come again d beans pack sef don burst trowey,2
3096,this dna threads ehn homes people lack the understanding to handle this kind of truth plus some people don dey find loopholes to run comot from the marriage sef i come in peace,2
3097,so na ontop me you con use am abi na my head you dey flex muscle abi my god will judge you,2
3098,psg you people should free him na na only pain una like this,2
3099,tax collector i hail you the road which you dey build na only the day time your contractor dey work who will pay us lagosian tine lost fees abi you want tax us for staying traffice too,2
3100,ive tried telling girls im older than that im interested in a relationship with them but no immediate plans for marriage say years and above the first statement i get is you never serious and these girls dont own a penny to their name oh e dey mad me walahi,2
3101,what im not understanding is why my gas in the oven decided to off on e own now one cake never done for the middle and na middle dey sweet pass pray for my cake,2
3102,i just wan press k on top odds wey dem give saka dem block am put odds block am again till e enter something,2
3103,the way my mechanic dey check on me you go know say sanwo olu no dey try for lagos the mechanic dey expect make care spoil,2
3104,ha bros fear god small now see as you finish dembele pesin wey see you go think say you no dey talk but the words of your mouth are nothing but a timed bomb waiting to explode,2
3105,im such a spoilt girlfriend i dont know how to do anything again to buy myself charger sef na problem,2
3106,na the kind people una dey argue with on twitter be this,2
3107,ill never understand a doctor showing up to work without a pen i have with me at all times and at least in the car as back up at home e go reach like sef wey dey my table,2
3108,well i see no reason y some girl wont clin thier pussy n they always want who to eat dem updat tin can b very anoyingif u want a pussy eater better u clin it up very welldont com kill someone son n wen u try to tell dem they will pick offence,2
3109,im busy rn e no go dey easy,2
3110,e be like shit of cow wey dey purge,2
3111,e dey give cancer,2
3112,you can literally sense it this is just the beginning make them just this whole thing and spare us,2
3113,dem go treat you like their brother but dem dey pray to see you suffer chuk dirty mouth inside your matter eh but if i call the holy ghost holy ghost go answer me answer me oba aye go fire them fire them fire burn the enemies enemies ft thxs,2
3114,the funniest thing is that my grandma my fathers mother is from otoriyede and they never told me that seriake was my elder brother which kain wickedness be dis one nah but h e why did you hide maternal home from us alk this while nah this is sheer wickedness o,2
3115,the responsible well mannered christian groomed and from a good home dont get to be picked but u see those ones with big bress and yansh freaky freaky and all controversial looking for victim men to drag for something that they both enjoyed na dat type una lyk,2
3116,fam you bin dey mix am for mans that year deliverance ministry god will judge you pipo,2
3117,now abi could have even gone ahead i no dey watch again na me dey jinx am,2
3118,personally i dey like hide or dey lowkey that period make dem no come shorten my ration with bambiala vibes,2
3119,you people like to tag me as a trouble maker nah jeje wahala go sleep una go dey wake am,2
3120,sha na una dey cause am for unaselvs,2
3121,your mates don watch got finish na now you dey carry book read,2
3122,omo x shey vpn dey make phone hot my phone fit smooth your sunday outfit like this oo,2
3123,i beg oooo no lady should disturb me before during valentine ooooo because when i dey reason you you dey form like sey na you dey cook for joe biden,2
3124,i don tell u say na wetyn una go play since morning this is d end chelsea scorednot from a mistakenext game p,2
3125,todays twit is from a personal experience thief hey your money or your life me oga abeg fine me naira make i buy water abeg thief omo u think say na joke we they for here abi me oga no vex i need drink water abeg i they expect money soon i go find u something,2
3126,i wan go carry food for kitchen but laziness to wear boxer dey do mei for like just make one quick naked run from my room to kitchen and back but papa and mama dey house,2
3127,this is a huge lie they are busy doing stop and search abeg make una no dey give us lamba,2
3128,see dem awon werey omo ole god punish anybody wey faint for court para dey oooo,2
3129,i been wan call police for am that time na person wey dey pick call next day,2
3130,dont mind them as basic as vitamins they dont cover even zinc sef once youre above years no level for you,2
3131,coming back to the original topic women are bread winners yes but even at that body dey still gist the guys say them dey fuck hence the depression because low key your guys wont rate you any body that frequent bars a lot where guys talk can relate to what im saying,2
3132,you don dey kolo abi nah weed you smoke warri boys just com see him wrinkled face you hala area and you nor know wetin dey sup,2
3133,one morning for site one of the laborer came crying that egusi him dey cook as him turn back dem carry him pot of soup omo na like m wey pot where dem trash am,2
3134,as i be nothing dey to talk again the broom i wan use take come russia no come dey work,2
3135,i was jejely trying to start something with one and casually babe mentions her boyfriend see i don tire bross make this rubbish corona just stop make i go dey shoot my film i don tire,2
3136,arm robber dey rape landlord wife prick comot landlady put am back nah the matter dey table like this oo since am we dey there dey settle the matter ooo,2
3137,the kinda gossip that comes out from female tailors shops eh ‍️ and na women dem too dey gossip bout ‍️,2
3138,some ppo no jst well which one con b north own for inside killings that have been taking place in the north for years nowu no dey c am norherners also protest come were u dey drive dat motor go u better turn ur steering or mke u jst off ur motor,2
3139,your papa dey crazebut thats not important rn una dey behave anyhow for this app,2
3140,quite obvious now na only bet e sabi,2
3141,im currently in a situation were im being roasted by a and yrs old siblings they asked how old i was and i told them one said in shock and youre still short like this i go beat this children o if dem kan see chika nko lmaooooo,2
3142,e dey pull e own player,2
3143,na whete you wan make we park the jet when our president dey london for oshodi so we can save money haba ️,2
3144,wetin concern me with brezz mine is to see admire and leave thats all help girls wey dey dis app oo i saw one girl with a fallen heroes at first i thought the movie olympus has fallen was named after seeing her without bra,2
3145,you dey among people wey dey cause this confusion,2
3146,lol i don tell her make she dey go say i wan sleep,2
3147,na who de crase de quick bring up mental health issues,2
3148,reason am na even my late mum dont allow me keep legs on couch like that without shouting take that nonsense off the couch if you wan form oga get youre own house here the oga na my husband,2
3149,but seriously why wizkid go dey do like this e dey starve us nah i pray he repent shaa,2
3150,im really here to watch how some disciples of jesus will justify listening to these singles albums that are packed with messages full of lust of the flesh eyes and pride of life dey consume dey go na na you strong pass ba just know that your stunted growth is on you,2
3151,ha na who that one want die ontop hin head e go just faint danu danu because of tosin sef rain go fall ontop rd mainland and the breeze go send am go inside water,2
3152,the woman fit tiff person boyfriend o,2
3153,wetin dey do marvis she be dey cry,2
3154,grow your followers first ke e be things o god no go shame us shes not woke shes rude af,2
3155,who be this person wey block me again na so i dey annoying,2
3156,this shawcross injury is horrible i just watch the video and dont know why atink im crying,2
3157,if this ship no work i fit die,2
3158,omoh ph people dey suffer o this days my body don tell me for traffic,2
3159,those guys finish me the day i bebeto enteras i wan run close door naso ozor shout my namei say enter i knew its been for me howard just dey laugh like idiot as ozor dey shout this boy is a criminal,2
3160,my bunch of keys decided to divide themselves the half i need to open d house doors fell at d office d remaining half wey be office keys r so intact in my bag as i dey like dis na in front of my door i jst siddon siddon dey look,2
3161,karius was woeful biko ahn ahn e be like person wey nor dey chop protein,2
3162,baba e no reach that one na becus money no dey to play e dey pain to like,2
3163,for this person now man utd playing beautiful football no concern am na just to win and thats what jose does as a chelsea fan sef im worried,2
3164,na now dem dey do praise and worship,2
3165,why you dey do like this im done for the year now,2
3166,married men married men married men married men married men married men married men married men married men married men how many times did i call u stay away from my dm stay away from my dm d ones wey i get for real life sef no be sey i want abeg,2
3167,aaaaaaahthis entrepreneurshipi no dey do again ooooooi went to the market i dey cry please who has a rich igbo husband or a rich yoruba husband for mebecause i need to be spoiled and pampered independence is not easye be like say i no wan do again,2
3168,pulis for just stay for stoke jejely dey play him rugby football but as usual small or relative success like this british managers dey always feel say dem don arrive,2
3169,during my nysc e get one babe i dey eye for uniuyo she hug me finish call me next day say wetin be the name of my perfume that the bf likes it,2
3170,sorry bro mah recharge now sef,2
3171,you dey mind people wey wan just talk,2
3172,black and white police dey kill black people e don too muchhhh,2
3173,abeg we no fit rise here chelsea don break my,2
3174,na miyonse for dey enjoy this thing wey bassey dey enjoy,2
3175,this man is always on his balcony haba and i always forget to drop my bathroom window curtain now he has used a long straw to suck my brezz from there this has got to stop na why all all the timeoga sit down inside your house na why upstairs dey sweet you,2
3176,and na leo tobi lolu and ifu like they form se de smart and de still never solve their puzzle,2
3177,you go wan play match for abuja you go dey find out if na grass or ontop sandstone una dey play ontop make you know as you go package your body if you fall ontop sandstone pitch secs blood don dey flow,2
3178,de gea don start again o suppose don be now,2
3179,on top this matter see as i dey chop insults i don change na,2
3180,some giveaways will have you waste gb of data and end in tears do giveaway if you wan do i no get data to watch series of youtube videos and instagram videos because of giveaway wey i no go win las las,2
3181,oh no while some of us in karu de beg them for light,2
3182,na how i go end up for cell dey scare me pass omo i hustled cab when she got herself pay make e drop her for her house mehn god,2
3183,abeg leave burna sometimes na so high grade dey make use yarn okoto na we we know,2
3184,snapchat don mad oooheyyyyyi beg una to help me upgrade trouble dey sleep yanga come find ahmsuch wow if i been want upgrade no be iphone i for dey use unu nilé dikwa useless maka chukwu,2
3185,since i don dey retweet or type the hashtag i never win baba wetin dey occur,2
3186,akporsna wetin mrimitcourtios dey talk sefim with all those keepers wen u call na matesee me see mrimi oo,2
3187,masquerade wey say e won dance before say e no de dance again rest jhur,2
3188,heart wey don break like times the seasonings dey heal am,2
3189,na why no gree enter love for yrs now oohhshey we no go carry am go bath dis geh for river now eehnn,2
3190,woke up am still drunk and made my way back to school people dey gap me for road i dey wonder why i no know say i dey smell like say i carry absolut baff managed to reach my room and i continued the sleep,2
3191,how far we havent seen any post from you tonight hope all is well or do you need someone to give you bucket so that you can fill it with we dey tell una say make una join better team una no go hear las las e don end in tears,2
3192,when una governor don finish una drainages una fit come back come brag,2
3193,bro na this thing weh children de suffer inside birth asphyxia oooo,2
3194,someones girlfriend oo na him dem dey reset and turn left and right like this women are scum ‍️,2
3195,someone said what an elder sees sitting down fit b nonsense omo we don vex im here for all of it,2
3196,lol bpy na fear you dey and i understand because according to your logic person no fit enter ashawo quarter come out alive but here i am twitting insults at you so your logic no correct if them born you well abeg come that your hand go bend mumu sha show,2
3197,this girl no too fine laidat but oyan e wumi,2
3198,im chatting with my long time friend on whatsapp and he ask me to send him one slippers he saw on my phone that time i said lemme check my phone and he be like che nah dat phone you still dey use e shock me,2
3199,e be like say dem go beat us together i no get packs to fight,2
3200,do u even care about my mental health see wetin u dey chop and i never chop since are you sure you care about me bayiii,2
3201,you dey fuck up na that time we begged you to follow us we even promised you one babe sef ‍️,2
3202,wetin you go do your best friend,2
3203,and don collide ontop my mataabeg una sure say no be sub i come this life con sub like this,2
3204,see dis ole fawo oooo police don relis u pls go and settle ur case den come back for reply,2
3205,wahala just dey everywhere this young man sitting beside me inside bus just dey talk like sey e dey follow somebody talk talking to himself ni sha from idumota to oyingbo afi ki oluwa wa pélu é oooooo,2
3206,since its your job to keep defrauding people claiming youre an artist na that cancer go kill youna people like this no dey make some clients trust us them don dey claim your work o,2
3207,when you are broke they will never have call card to call you or megabyte to message you on how you doing or living when they just see a little fresh updates you will be seeing missed calls messages like padi mi hin don tey ooooh,2
3208,nigerian detectives dem dey even carry out investigations abi na by hearsay or who first complain,2
3209,i just want to wake up one morning go straight to aso rock demand to see the president greet him and give him better slap is it too much to ask after that anything way wan happen make e happen i be port harcourt boy wike na my governor,2
3210,e be like say pastor don tell this bros say na hospital he go find wife you see nurse carry front carry back use nose mask use glasses wear hair net everything covered up you dey tell her she is beautiful bros you are a born liar joor why are we like this sef,2
3211,so na now dem dey follow me reason say one of the confirmed convid patients for kt today na for our area worst news is he lives on the street next to ours next to our majlis and he came in contact with people i was with today so help us god,2
3212,myself wondering likewe dont understand anything for here again,2
3213,shey e no better make i dey my papa house like this they cannot lock me in that prison yard for months oo i fit crase,2
3214,wen you dey chop for the government so wetin you go talk,2
3215,the way dj spinall dey always shake him head like say e wan komot,2
3216,omo which kin belle way don dey show like this na na old age abi wetin i used to have packs,2
3217,na over hyping keeel this february now na protest and police arresting peace civilians we they solve but no the mater no gree solve,2
3218,una do dis una turn dy cum,2
3219,years old pikin done dey run call e papa name for house,2
3220,lol yes na see the yab abii joke wey he give timaya i wan cry ehn,2
3221,money i just make e don comot to fix fuel pump whats all this na like why god why like why dis,2
3222,larpota i knw say u knw wetin u de do but i fit curse u bcos of this lenglet oooo lenglet de use juju for all of una ni,2
3223,part of the money me na i say okay no wahala enter when i reach where i dey go we go end trip see how much then you pay a percentage abi no be so i don reach where i dey go finish aunty oya pay she say em i dont have cash with me ah ah see me see cashless society,2
3224,i don confuse self e be like say factions dey inside this shii sega vs ogbeni dip vs ydp,2
3225,d boy wey de track your babe so na dsame question him de ask her so what do you even see in adokiye sef,2
3226,this life no balance award way be say burna wan kill himself for na im kanye dey pee on top,2
3227,how i wan take convince my mama say i been dey lie that time what would make her believe that i am not lying now braaah i chop beating that day like no mans business ehnnn my street rep still damage sef cos nepa finally brought the light and they watched it,2
3228,lmao people don dey defend project for biz ad but i still dey chapter this is the real god when,2
3229,chai this government is not wise at all rubberband wey obasanjo stretch small yaradua stretch am small give goodluck him too stretch am as e take dey come buhari don go cut am it took many nigerians to go through this terrible times to realize we never had a government,2
3230,so person no fit dash me k,2
3231,its like they plan these things coz wetin be dis na so like there will be an unmarried women association ‍️‍️,2
3232,shey female anon no dey ni na only macbook i need anon maybe i should update my twitter because its like im on a different twitter app,2
3233,people wey dey settle matter don go sleep as e be like this matter dey ground to settle but nobody dey to call,2
3234,broke guy like us we no dey beg for mcm bcus our girlfriend gan no dey use us and if she does nah only us dey see ham kila wan baka ‍️,2
3235,wahala be like matriculation ooo e kon be like say we never do matric before na wa ooooo,2
3236,baba dey imsu junction dey wait for a new catch few minutes later dey text me say e don fall for him girlfriend of yrs n wan dey serious with am lmafoooooooooooooooooooooo owerri boys ‍️,2
3237,children of these days oh chai that was how one shouted for me in the studio one day like that pikin wey come serve for my office oh i just smiled and looked at her na people for office come dey advice her self,2
3238,wetin ole no go see for old trafford,2
3239,lmfao abi thunder wan strike this oneso na pm be your resumption and me dey resume am,2
3240,years relationship ended bcoz of genotype wetin you for ask on the first date but star raddler and suya no gree you e dey sweet you,2
