tweet,label
yansh be trending all of a sudden as i no kon get yansh laidis wetin i go do,2
he de fast de answer,0
di programme na speak people answer and na zainab aileru dey torchlight wetin dey di headlines for inside our newspapers dis morning tune in make you follow put mouth for wetin dey occur for our country,0
mtchew baba d guy dey unnecessarily rude abeg na im type dey digest everything for google without reasoning,2
lmafoooooooooo the human temple run ‍️ tueh him dey run pass ball sef,2
them never see anything everyday for the thief one day for the owner e don tey way dem de chop our money na time to vomit am now,2
so all this guys dey see my normal tweets and i go still dey get likes una dey mad,1
i dey road dey go mosque,1
guy na thing wen i day study for house,1
lmafoooooooooooooooooooooo na slap you sef chop tueh ‍️ dem use table knife wan kee me,2
na person like you dem dey rush,0
to be honest i thought everybody dey marry for dis december na so i mistakenly go print my wedding invitation card na for morning i realize say i no dey among people wey go marry this year,0
una dey see una mates oluwa which kind friends dey occur gimme,2
ruth no wan sit on top lap again na lao dance ruth dey give now,2
na make hin ride last forever be our own prayer make hin reign be like royalty way dem no fit sack no leave no transfer,2
i nor know any matter you nor dey wan gree before we go hear you don tear g wagon for the street,2
i get husband na lol who for marry you e for fit u sha thank god im not gay,0
wetin you go gain if you decide to ignore this s album album wey we anticipate album wey we use bet against youd be a loser fam,2
please next time stay at the back with them put in selt belt bro me as adult ion dey do rough play there sef ion wan stories,2
the matter sef don tire me ggogbo eleyi ko nexcestri now,2
mastacard na why you sef go blow for the abroad me sef i dey talk say i dey proud of you o my able course mate,0
i was so tempted to join the oluwa wetin dey gang,2
are nengi and kidd dating too una globe people like to insert una mouth for matter wey no concern una if we come for baby elephant now you people will start crying,2
atleast try follow back na make i fit dey steal some ideas from your tl before i come collect the soap thank you sir,0
calabar don comot theretheir body don calm down,2
men dem shey una no go do giveaway for customers like me at least make i do lockdown shopping abeg nah thank you and god bless,0
na why your life dey like this you don chop all the suya it don full your head,2
he saw one handsome man and said madamthis man fine well well o una fit hes coming to say hi give him your number o no go dey do i dont need men today him too fine me,0
why you dey whine me na,2
see una dey struggle like say na mama putt,2
its ok bayern una too dey vex sef wetin dey work una,2
nationwide abi na una wahala make i download porn now,2
but you knw say u get wahala bah pipo go troll you one find your trouble you go give dem followers like that k followers you be charity ni,0
no na my guy na,0
so i guess america is poor as well for asking people to donate as well sometimes una no dey think and every na joke to una ki o to de fi la si ori bi apeja,2
oga omo barca abeg make una take am easy ooo with manchester united o we know sey una sabi murder people like you did with athletico madrid recently that una messi alone na distroyer,0
maybe person wen sabi neva tough me na so all of them dey talk end up disappointed,2
do small giveaway na just to celebrate the ferrari with us your loveable cupcakes na,0
penalties in one season haba na only una waka come,2
what kind of heat is this sef im tired i just wanna shed my skin cos e be like say my ac don dey back up,2
e be like say dem don curse these guys o,2
like i never chop belleful i go come dey fight woman wey buy macbook for man,2
lmfaoo this nurse doesnt know im mad dey slow am i go dey increase am,2
same foolish boy that just got outta sch serving wey dem still dey feed from house na una dey rate them sha influencer ko outflenza ni,2
bros u fine die who dey chop all dis freshness na,0
phyn boi wey come sabi bake again ️ we are your best cake its not even a competition sef abeg oooo buy what i am selling pls if this comes up on your timeline retweet thanks,0
no look away na i don comment kpa twitter self go dey reason me say i like give away,2
guy e no work,2
this one was sent to canada through someone travelling i no dey scam oh you can try me sef,0
fake dudes be craving honest baewen dey aint honest,2
just tey dey for this week oh,1
i nor even understandna she n person dey fight,2
my girlfriend just vex me right now saying na boyfriend wey go protest go collect bj just imagine that kind rubbish talk i just vex comot for house and i don almost reach lekki toll gate now i wan go vex for there,2
this lere to island road ehn the shortcut wey you pass today fit block tomorrow drivers actually need to pray every morning,2
the lady recording this video lacks respect whats i love this boy you see man wey be captain wey defend una you dey call am boy,2
you don dey smoke auchi igbo abi,2
biggie na next year you wan call kidd enter diary room to choose his deputy,2
ngwa ndo esoghim ekiri socceru don chop e be like say everibodi de watch balllemme kukuma sleep vex,2
sensationalism abi na clickbait una dey call am he did not ban anything like that why lying he only gave good pieces of advice and instructions to the public and his officers you guys are being mischievously clever by half with this headline fix up and do better,2
them wan dey sub me for here love wahala for who their loml no be chef,0
this is current situation i dey like this if i mistakenly jam egg seller na beat dem go beat me nothing go comot my pocket,2
this girl wan take style chop my money e don tey tey wey yansh dey for back,2
you wey dey owe me four bottles of trophy lager beer dey talk say you not in debt,2
this na why nobody dey rate tottenham,2
omo from their facial expressions dem know say e don be for dem,2
oya padi mi time to call me for for the segment wen jennifer omoko dey anchor for the show,0
guy abeg where the baba dey abeg,1
fine ijaw man wey get sense husband material yards,0
you wey dey form kod sniper with the range you go dey hide i dare we go free for all rn,2
na the work wey we dey do glad youre thrilled,0
ai ba im unfortunate na sa ba people dey ment for this app,2
the guy that dies in my area egbon wey gentle omo olomo wey no like wahala stray bullet pass go meet am haa rasheed footballer,2
reposted from chioma no be amaka she no dey disappoint davido and chioma una matter don reach church ooo you love our post why not follow us for more,0
na crack kaka wey be world best i don fuck up,1
bia guys we use god beg una no dey use una reggae dey spoil our blues,0
dem dey run am for me all the way from ph oo thank you so much ben you dont know how much i appreciate this i bless your career oya chop kiss,0
e be like oooo baba just sabi too read wetin go commot and when e go read wetin no go commot too in go calm down jot am too,0
i soo want to recreate this vidand very soon sef,0
u r realy wat dey say u r dat road is of d shortes roads in bayelsa in bayelsa n other oil regions local govt chairmen construct n tarred a longer rd beta constructd n wit gud materials dan dis u r preachin about is dis how road is constructed in d north,2
lagos people make una leave burna boy for a while why una be like dis nah,2
dear lord the way you pamper me enh i don too spoil so tey i no dey thank you enough you don use sweetness finish me na so so love you dey take shower me everyday you just dey burst my brain on a daily i love you baba mi and i thank you️,0
this generation is one of a kind don get radio e dey sweet my belle currently live on soro soke radio,0
she na like this we go dey dey so many heart shattering news hitting us on daily basis in niger state my heart is broken rn ya allah come through for us,2
medicine girls like dem no be dem go chase youna you go chase dem ooo,2
you remember how their mouth de sharp that year when we de tell them say e no good as dem run the guy bah especially de back de do supporters club i de wait,2
this was what a lady told a guy that they had planned to get married together o baba dey hustle big time and na only chop money baba still dey see though with good future sha but babe said he should be saving for marriage o and baba was like how,1
we dey find food chop oga we no fit save and or invest,2
lol na so we de call am oyell,1
loooli don place the order today my account no dey funded like yours fam we dey gather am small small,0
salami don send hin yearly vn again e burst my head,2
i was thinking of travelling by road dis xmas but nah some drivers can be very stubborn and reckless this one theyre handing guns frsc workers frsc hey stop there park there driver mtcheew no mind dem dem no fit do anything frsc kra kra kpa kpa kpa thinking aloud,2
my nokia torchlight don dey fall scatter anyhow dem no burn my papa well to throway my note like that oh double standards everywhere,2
esther dey advise mercy make she no break up with ikeshe no no say na her coin cause fightmercy dey cry ooo inside life,2
this man is always on his balcony haba and i always forget to drop my bathroom window curtain now he has used a long straw to suck my brezz from there this has got to stop na why all all the timeoga sit down inside your house na why upstairs dey sweet you,2
person way promise me christmas money na him dey flash me bayiii but sha all thos students wey dey write pages of answer for question una too no fit make heaven oo which mark u want make dem give us wey write,2
na wetin you mean be that na hhahaaha we no be hypocrites,2
hanty kenny welcome to adulthood na so we dey roll some months sef na to enter gbese settle some obligations sometimes one can wish the hands of the clock is reversible but despite everything we still stan u shall overcome sis,0
oya beans don done oh make you come chop,0
my phone camera just broke my heart i snap picture n my oga called me mr tycoon u looking good this man does not know na camera iphone dey help my life top league for this girls heart so this man no go wan help me again oh,2
asset to prison yard abi una never see anything una think say buhari na jonathan wey una dey talk n run mouth anyhow una don jam army general with iron hand wey fit handle all of una carry on mr president,2
last months have been d best moments of arsenal fans life until dey came back same arsenal same stories one advice for arsenal fans make sure ur d last arsenal fan in ur lineage make sure ur not going to put ur kids through dis again in dis lyf i use god beg u,2
big funds strictly bookings you fit blow k if you blink,0
na the reality be dat im just happy cos i love him as a player,0
wait na lalana una dey talk of or van dijk,1
alaye you don dey chop life o,0
imagine this weather for two abeg where una dey see love now,2
hhmmmm ezemmo ayi anwula di anwo some of us wey get shop and madam na cashersectary na wahala ooh,2
i don finally comot my hand from anything wey concern love the last girl wey i treat like egg them don boil am chop ‍️,2
swipe brave soul brogues ‍ price n̶ ️ color brown size uk dm to order whatsapp + shakarashop online shop wen sabi you sef go dey do shakara warri nigeria,0
e be like say dem don see the future i don give up already,0
looks like this writing never stops when it comes to postgrad studies thought you just finished one some days ago and am here still battling with my thesis proposal tired sef,2
boys stock shop above shakarashop online shop wen sabi you sef go dey do shakara,0
dem don dey find money,0
ooooooh boy c urhobo babes r doing it hhhmmnnn u pipo shud carry us along e o,0
fan base when nor dey show for him streaming numbers na to create multiple accounts and make noise for twitter una sabi empty vessels,2
you go dey ok,0
you wan know you go know when you see too fine tems sef dey crush go hot️,0
thats not pimple na na wetin make u fine be that,0
im a creative i dont need a dramatic or over attention seeking gf to disturb my mental state e hard to find babe cos yall be out there saying claiming baddie and saying if shes not dramatic she not the one for you bullshit u gon lose a nigga like me fr fr im busy af,0
e be like say na me dem cut off,2
lmao me wey just dey observe i been wan learn from the master i been dey watch you but all your shots for tl just dey go off target since yesterday,2
you too dey stress pesin wey dey ment,2
i go soon change this number again e dey only ring when person wan take dem no dey give na just take take take take mo need heavy pampering,2
dude i remember in jss i just got into fgc ikirun jjc i no sabi how e dey go i was flashing my bright torchlight at night feeling happy suddenly someone just flashed one weak one in my eyes snatched my torchlight and dropped his own for me i almost cried that day,2
that god forbid enter my bone lool a while iyanya wey get mad hits for west africa e dey pain me olorun,2
see me at the stadium this morning just dey look people dey exercise i came here to watch soccer joor,2
olboy speak for yourself are you me are me you is me you is you me is you even of us is us part of you stay your lane o no spoil business for dentist wey wan press bress to treat him customer o shey won bi sobi meja ni koribuku e si canal jare,2
alonso go just dey make me laff una sure sey nah ball dz man wan play before,0
na musician wen sabi sing we the retweet ooo,0
no be say e dey plenty but based on contentment we dey live happily,0
baba god na my joy giver baba talk and do even not talk and do sef join️ his word no dey fail and he too love me too much e choke mi goodly,0
make them talk oun tori lobe to fi waro owo make dem talk,1
omg another one e don tey person call me sweet names,0
honestly the thing dey vex me everybody trying to form woke on depression issue on here,2
please help me call that angel in charge of relationshipslove affairs e be like say dem comot my name for list,2
u follow me i followed backin less than mins u unfollowed me n u think u are sharp u must be mad una mata don tire me dont bother following if u wont stay as a follower thank you,2
month never reach half i don already make one mistake who send me make i wash my son bombom after he shit finish laidis tori olorun my hand just dey smell like dump site since morning,2
nice rhymes now laycon don vex dey off cloth we are here together to shake this table for strong,0
guy even to sleep sef dey scare me imagine sleeping and your mind is still thinking if you washed your hands enough small headache last nite i don dey fear,2
this town sef na so them like church ni ‍️ to eat na war to buy fuel problem barb nsogbu,2
+= so does + d way u do tins is nt always d way do dem respect oda peoples way of tinkin,0
what is he locking it down for shebi na the jumaat prayer and easter service na im dey more important our brain go soon correct,2
my neighbour baba abeg i wan tell you something me boss wetin be that mn i wan flip my car in case you get anybody wey go dey interested me okay like how much mn it depends on the mood wey i dey when the person come me junkie paraku ni man yii,0
even in his backyard he got his political prediction wrong in short your favorite eanalyst no sabi as e dey go,2
na you act feel part and lolz erigga don smoke i can feel it,0
dont bite the finger that fingered you abi how dem dey talk am i don forget,0
na person wey get woman fit chop that kind food,2
so weve added a jonzin jam on abeg tag one artist yall want me to put on dis joint coz e be like say dis my rap no bad oo sdb headquarters,0
e don tey wey i know say were cowards i use to dream of becoming a soldier after my nysc but i will wait till i get to usa and join a respected military not this hooligans that kills civilians for fun but can face boko haram lazy,2
this our friendna you e must marry if we catch am de talk to another girl we must report give you,0
my mum was a super woman always there to borrow u she be my bank wey u fit deposit but no fit withdraw rest on wurami,0
e don serious,1
i dey whisper this also dont tell anybody oo plenty fine guys dey here too my brother and don tell me b as a veteran,0
yess esp de bruyne he was a class act today peps team is exuding so much confidence and there is no sign of complacency as a man utd fan i dey vex,2
na your party na if una continue like this dem fit stone una by,2
good morning o e kaaro o your ticket seller is here o e kaaro oni ticket yin ti de o how many should i bring melo ni ki n mu wa tomorrow is grip am buy your ticket now do enjoy the rest of your day please rt as my customer and my customers are on your tl,2
ehennnwhere una dey ooall of you who engage my tweets andmake me enjoy these streetsoya make una line up ooi wan share jollof for una here oo abi una don chop ni‍️,0
wetin do una for breast sef una too dey hold am for this bird app why ‍️,2
we have our different love boxes plans to suit you budget mini box maxi box of contents like doughnuts cakeschocolates and many more never forget sey love dey give and e no dey give finish,0
only one devil abi na lucifer thats making so much retweets like dis mehn that guy sef stubborn,2
this one this man tenant just dey give me drinks since last week hmmm e say e get wetin we go discuss humans they dont give without something in return,2
please work on the riders agbero niwon olohun ngbo then the app is very useless very very useless they no dey pick their calls or make dem tell you say dem no dey available,2
na that person wey you call your man omo na that person wey go fall your hand,2
sebi ur mcm ft drake for come closer wen e view and streams nor still reach if support better things una say no,2
as a guyman used to paying the lump sum and calling it a day with the mindset of either e dey or e not dey this was quite interesting to see and also in the process of keeping the hair for customer to complete payment the vendor could sell and restock that same hair,0
this lodge and jehovah witness ehn na so i enter their hand immediately i opened my door like sey na me dem dey wait for na only my lodge dey futa ni,2
i cant even imagine what you do to them on a daily basis we on twitter na only picture we dey see but perceiving the food and not eating it,2
you welcome brov how you dey na make una send briefs come my way na,0
so true babe all those there stories na lamba me self don chop am before everything he said his ex did to him he later do it to me too,2
na this kain bruh wey i get dem never like my progress,2
i don tire for bobrisky‍️ but you sure say na der food make mompha dey shake head saintavenueent gossipmillnaija welovelaugh yabaleftonline mcedopikin abuja nigeria,2
every day una dey give order yet the man nor get una time make una rest joor giving orders like say na una be him master,2
how do you guys feel comfortable in crowded place my own house de itch me people everywhere nowhere to hide wedding don finish make them de go house,2
see as una take fall my hands now now wey i think say una don get sense so all these quick response to tweet na just forming,2
if the matter kill me dem go still show up for my burial chop rice join abeg abeg,2
the filter dey even vex me,2
mehn yeah im a lion hard guy hard guy but lion sef dey cry this is not fair this candle procession and the stories that followed really got teary where did we get it wrong,2
lol wan killi me she said ffk became depressed so if baba buhari call u on phone now to come pick aso rock job u go come dey sing e praise,2
you deh pay your babe school fees yet you never write jamb ohboy you be scholarship board uncle check ur dodo e dey burn,2
why e be say na yhu get belle but na our gals and wives dey help carry am,2
made me a millionaire how i dey work for he papa abi e don dash me kobo before hes very stupid,2
this guy never old o listening to him on regular way back then early morning jams between e don tey amazing that he is still working with you guys e go don get hin own share for that radio,0
fupa wey you fit dey romance with your and and it will be turnioniown,0
na tiff na e sabi come dey carry face for chapel that day,2
why must you catch them na y dem dey vex,2
dey do great link up play like say na wetin i go chop,2
buhari don park his family and property for inside motor dey run ooo he don dey comot for asorock una dey see am,2
ill probably cry when they play time flies siwezi kuwacha rhumba as i dey dancey jagajaga to my raga dem dey feel am,0
na all of una dey code ni your sister too yeah but regardless una two be hoe sha i dey always seem im tweets,2
going through i don smile tire,0
na for house him go hear am i go beat craze comot hin body,2
im seriousi need to blowlike used condom wen dey stretch,0
one chance people e no go better for una oooo area taxi drivers una mama now a one and only son of a widow is gone please we need a transport system in abuja that will stop all cars without the green and white color from doing taxi business in abuja,2
bae called dis morning asking me to com spend de day with her but i told her i gad be work she said on an average day hw much do u make i told her to k aunty sent k to me saying she hav paid me for de day wit a bae lik dis y wont we leave in peace n harmony,2
so na so u dey do am,1
nothing improves babas cred sef like so alhaji sef dey nak,2
i am tired of not having constant power supply im tired of the insecurities im tired of our leaders not doing the right thing im tired of the selfishness and mans inhumanity to man im tired of saying e go better im tired of being tired,2
na wenger make me stop to dey go the embarrassment of of hearing rival fans taunt you with one by one them don dey go when bayern is leading,0
abeg wetin concern phone and chest pain sha dont show my mother this video abeg if you can relate tag two friends to see this and,2
abeg make person hlp share dis video so dat okowa go talk abt dis palliative wen people de loot and e claim say e don share own,2
went to see mortal kombat at imax lekki e be like say subzero dey the cinema hall the main cold wey wan finish us ehn,2
musa sef no fit see anything for gate again cos he don dey dubai too,2
dem don finish us bokoharam pass una but to kill innocent youths no hard abi,2
bro na so mesef buy am yesterday e pain me but man no fit shout,2
im still awake because alcohol na bastard everytime i try close my eyes e they be like person carry my house for head they jog,0
se una no go return my money before i dash una something else spiritually abi both capital and interest i didnt see anything e go contribute small for my school fee oo is like you people wanna craze and you will see it,2
what do dodo na abeg na love the meal,0
lmfao i wan call you earlier sef i dey house too,2
see the fresh chief people see and say we look alike why una go dey whyne me like this na happy birthday best roommate in the whole world thank you for being my brother,0
my personal thought too and not very far from what a certain religion says that when man pikin wan die devil go show come tell am say guy today i comot hand for your matter o me just dey whisper inside ya ear you chose to do all those things by yourself ah no hold you,1
so na so all the money wey i dey expect all take castbruh im still going to ballllllllllll,2
lmao the app sef dey chop data die,2
fine girl = wahala and wahala no dey finish so dem dey fear us,2
he was asked are you a hard guy next he did this ️and i told him ooooo no dey do like that alaye no dey do like that now dem don turn him sharpness to mugun song title ballerz,0
the guy don go again catch this guy abegggggggggg e dey spoil your name na,0
i don find a good tattoo guynah money for the tattoo i dey find abeg nah help a sister help me retweet guys,2
i think im over it sefthanks dear,0
why are my followers reducing na followers wey never reach come go dey reduce good morning,2
dem don dey proud wen match never ende sweet me die,0
e say if na nigerian boyfriend them for blow you woman beater im deadddddddd,2
e get beb like this for this app me to na her picture i wan use but i forgot her handle like say na seff na she aswear,1
my bro you know this e be like say you sef chop am wella that year o,2
otis you be big man chopper dey for you na,0
compliments of the season my people how is it going at your side ooo cos father christmas never even reach here self‍️ abeg if he dey your side na beg i beg send am to me thank u in advance,0
you can compare messi and ronaldo and cut your lungs out what i wont take is coming with that smelly dirty disgusting nigerian mouth to say messi no good na make him leave barca or ronaldo no sabi na he doesnt have balon dor yenyen just argue and dont say shit,2
as christmas dey knock bros no be every call u go dey answer e get y,0
thats exactly how yall say it the thing dey vex me i look nice ehennnn add other things to the you look nice eg baby oku nwa di okay youre looking gorgeous ahhhh ahnnn see babe etc,2
e don tey wey mans begin see heartbreak,2
las las na mumu club go commot una,2
easy peeing you fit piss anywhere no menstruation una no de send flat tummy issues,2
nobi the design be the koko na say e look my pictures run the measurements lidat,0
properties wey una dey collect frm those yahoo yahoo bois wey una don burst shey na return u dey return ham to dem oyimbo people all una dey na self interests una sha wan turn away frm una normal duties nd focus on unreported ceneros,2
ill try tho e no dey hard me ooo,0
i don comot my leg oo,2
strongly feel like going out this nightbut no bae economy car no dey move everything just dey wan kain,2
happy people wetin others been dey drag for years you go pull through in days kids wey go bring follow come crown na im elédùmarè go give you small hustle plenty money with peace of mind may the god grant your wishes strengthen your medulla and make you bigger,0
don drop bars on till i open my own account after the bars na bah remain to run my fresh account over to you boss,0
my mention my following dis evening my phone sef dey freezelet me tk a break so d phone can rest ill be backim super happy,2
who sabi sabi no worry he no fit break god bless the heavenly ones mothers day,2
wetin dey emanate gan,2
na so una dey take fail exam,2
one thing you should do this year is take your health seriouslyvery serious ️️ dont neglect things that you think are trival health is wealth na person wey dey alive dey flex‍️‍️ happy new year,0
k rt isnt bigger than yall i can luckily na na to dey hope,2
dis is how blessing keep passing me by sir biko ans my call na beg i dey beg,2
gt bank no go finish me k wey i dey managethey comot sms charge still comot vat on top sms charge ‍️,0
you wan glow abi you no wan glow see skin na rush to and get yours so your skin will be perfect like ambassador maria congratulations maria hushd skin care,2
you people should try and be calming down make e no come touch us wey dey supporters club like this,2
na for where we go settle matter naim person slap me for eye i no see who slap me me sef con slap the short man wey dey my side i no know say na soldier we don dey drive go barracks like this,2
wait till election period lol na there u go know say those whites no get sense he dey sell that american first nonsense to them and dem dey chop am kwa kwa because dem be natural oppressors,2
i stopped at seconds alaye aye e de ma baje ni awon wo ni children e abi desmond think say na film we dey act ni,2
kenin fit don sharpaly decide our fate for pm make we know whether we dey rebet or not i dey comot that busta sha i fear berankis,1
una weh done oo shey na blackout things you dey give us since yesterday,2
how una dey enjoy warrii believe say una don grab enuf waffi slangs when com sooner than u knw,0
i was feeling your tweet till you got to the legend part well what is the definition of legend sef all long serving players,1
mouthwatering yeah i know you can have yours too fresh okra soup with better swallow wey hotyou know as e dey be na tasty meals and soups delivered fresh to your doorstep homemade and very delicious call us today or slide in to place your order️,0
first born like us we no to dey find responsibilities na dem dey rush us,2
mb dey waste na what happen who is that person pls,2
see this debby geh na spec her face na like but her body na solid taaaaaah the geh set die,0
even when i dey with shawty money dey for my mind,0
na anambra i come from i no need your motivational quotes i don dey see rich men since dey born me period,2
prevention is better than cure but this lock down no go work because na wen man comot na him man go chop this post is for those politicians just like una gave us rice salt and made tshirt during campaign,2
good evening my adorable followers how are you how did your day go im sorry ive not been able to post stories like before ive been really busy and not had me time i know i have some unfinished stories ive finished them in my head na to type am no vex abeg,0
e be like say the cutlass wey dey use carve your head carry your sense commot,2
i am just here trying to understand dis twitter thing oh in oda news dis is d jam of d decade dis part especially d appraisal was okay bye‍️‍️‍️,0
no competition dear anyhow u wan run ur own run am dem no dey carry last or first just have a peaceful home,0
my guy posted his mom picture and his friend commented o boy u self know this yeye woman she no dey like condom at all she fit drain person na the matter we dey here dey settle since,2
good morning my don body just dey de wait for u,0
fresh kehabi opportunity to fornicateactivity dey wey baba go do wey go make baba forget about meim not playing rough play naira,2
abeg make e locate me wella oooooo,0
ẹ be like dem don break this guy heart he just dey rant for whatsapp status,2
i broke a ml beaker during practical and now i have to replace it thats not even my problem the problem is that this is the th store im in and na for ml beaker their own dey stop i don almost use leg reach uselu market and rain dey fall god my day,2
omo my gender don dey reason how deh go clap their grandmother mate ontop this ps matters,2
say i help out now don cause all this wahala na me fuck up o‍️‍️,0
on saturday them bring am o i say i will give them mins to be sure they have made up their mind on giving us power after mins light still dey i happy go off gen as i enter house wan siddon light fiaaaaam which kain we get for agungi sef,2
debonairs gtgtgtgtgt dominos so na wetin una dey enjoy for this lagos,2
i no too get sense like that but i sabi too many idiots shigbain sense dem no fit boast of,2
take me with youmake me sef experience the orgasmic stuff,0
we dey post buh dem no dey like or comment,2
una whey dey price lawyers like say dem be tomatoes,2
chai i made dis kind of post when i came on dis app o fine girl made similar post and in d same month she joined she already has more followers than me now dis is gender inequality,2
when ure eating all kinds of meat and then ur mind is like chop am ochop am wellasna sit ur belle go suffer when sit up time don reach,2
e be like na only you dey enjoy this kind thing for this app oshow me the way na,0
years relationship ended bcoz of genotype wetin you for ask on the first date but star raddler and suya no gree you e dey sweet you,2
na like this auto correct go kee somebody one day just wanted to hail an old class mate that has been married for a couple of years without any issue nk baby na so my phone sent no baby how i wan take begin dey explain myself now,0
be like say apple dey med fireboy album wey i download full for nigth this morning them don delete am,0
the flyover itself dey cause traffic the higher it is been raised the more traffic it cause wahala fit dey when e complete,2
we dey play dorobucci by ontop wit,1
thank you for all de laugher u re releasing for us all especially dose slaps dat always drop my fone on de floor god bless u dearie,2
una dey threaten jack ontop e own property,0
how una take dey get followers for this app sef this should be my th year and im still stuck at fgs,2
you dey ask me wetin b sapa my dear if sapa hit u your life no fit remain d same,2
but you see tec from show dem camp good lord im living im living,0
nw im hungry dis type of life is hard,2
lolall these oyibo therapy no dey workpesin wey own househim wife dey disrespect am a single dose of slapafenac everyday will calm her navs,2
have you heard of make you no just dull yourself when you see say the stop for your domot because plenty goodies dey wey e dey carry waka meanwhile rush down to faith road off ikot ekpene road in uyo now now everywhere you go,0
wetin this man dey do bayi even if country no get good leaders e never reach trying to commit suicide nah,2
but u na boss na make i send you my aza,0
bros dem nor dey give s iphone too,1
abeg where una dey see this kind love,0
big brother abeg we don tiya to dey look these people,2
una no dey help me ooh with all these delivery ooh like i just stay indoors everyday except to go to work church market or park na wah oh,2
all these lies government dey throw media go make sleep fear dem say fashola saw camera after lawma clean up and sanwoolu don check am,2
i wonder weda na ronaldo tell ole say e wan rest,2
so i slept off and many things happened when i was saying stop shipping some were calling me bitter cruise on this show una no dey hear or hv a fav anywhere his or her belle face u follow it wil end in tears david is the ultimate scam for now next,2
omo child wey talk day him mama no go sleep him eye sef no go fit close,2
waste ke ijesa o gbodo sunwo nina went to see a movie with wifey i was wearing a armless top then d ac con dey blow pass normal cold start dey catch me wifey said make we dey go i look am likego where ki k jona just like that noo ma we must finish am,1
leave obi wetin him know you no say him no like wiz na song wey he say na because of wiz e blow,2
me wey i don dey fine peace of mind up n down i thank god i found you bayi,0
we dont pay on delivery as you dey fear me me sef dey fear you wahala nor too much,2
na wetin de hungry u,2
ignore me sef look my bitsika cash tag pass now uncle don wan look me pass again why everywhere just hard like this $thobiedani,2
baba why u dey do like dis nah m if u post dis hublot again i will sue u for treason,2
erica don dey morun ẹ don dey enter body,0
i dey tells una draw bois dey wait for sef,1
lol some niggas still dey around dey peddle drugs as match dey go on ahh,2
kanipe i have used the energy wey i put for love learn mechanic ni i for don sabi repair train,2
i dey look my phone dey laugh my family members dey think say na sweet emotions anyway may jehovah no let them have a mad son bcz of crypto,2
helloo abeg i don come again make una no vex o abeg theres been no light since tuesday in my street at fegge onitsha no one knows exactly what the problem is please do something thanks in anticipation,0
e be like say e don happen o,0
wetin be that cry im dying here please nawa o na by force,2
second friend a guy said na only for movie i don see una type of love before make i no see any guy with you i go take you beat am,2
make una come buy wetin we dey sell oh kindly help rt also for our customers on your tl,2
dear twitter fine boysbearded gang abeg abeg abge️️️️️️ na god i take beg una stop posting pictures️️️️ for the sake of loyal girlfrnds like us to our own tall handsome bearded boyfrnds abeg,0
na rich people dey gwt fans if you no get money na paadie you get,0
bakayoko neva still fit impress me for dis team yet defensive midfielder wen no dey impose himself na wetin dem dey call am,2
what rubbish wetin chance dey find for here andersson paak i fit managebtw wheres savage,2
d way i love dis eeh if u dont know what love looks like jst take a look at dis two and ull c it may god bless and keep u both geda kachi abeg show us your open in d next pix weve missed it,0
so because i dey use prepaid meter i dey use torch dey move around even when light dey poverty bad even in lebanon,2
wheres the dj na e be like say biggie wan atlact curses or is it years suffering,2
why una dey rush person sef let them be,2
u know say u sabi liewen dem carry u noready to explainu that is america is in possession of cbn transaction papers,2
tea is better all the arab princes i want to be in their network na tra dem dey drink right edmund no shayo abi,0
wetin go dey there,1
even if you dont know what to tweet to help during this time atleast copy and paste from verified sites and tweet surprise us small na copy and paste no dey kill my guy dey useful,2
like bro i don wait for this fight tire dem don too postpone am,2
she don set hot water down gee lets go even sef,2
wetin baba talk self koyemi well im not even surprised but i dey reason say shey na inside movie alone karma dey god shey na like this we go dey dey not even a word on peaceful harmless protesters that were killed wtf,2
as u talk say u de support man utd i com de feel say dis beauty went to the wrong person its all love thoo,2
na these women ụna wan give gun ellah cynthia blessing for don kill me since,2
make it pm abeg i de sleep,1
to press my legs yeah but na cuddle i want,0
dey reply me with one word dey expect me to carry the conversation where i wan carry am where i dey carry am go usu ra kwa nwanne gi nwanyị dia,2
lmao im so sorry i was going to read it o na so i sleep off no vex boss,0
na my location dey ment i dey school oo,2
which one con be that abegii man wey go siddan one place go siddan one place no go dey stress yourself ontop man wey dey follow any skirt that moves,0
hell yeah im a straight up amazing person mixture of craze intelligence and the love of christ why wouldnt i love me plus i never see person wey dey ever ready to improve on themselves like me ️,2
nice mama you said nice does general say tope better dont make me wake her with cane this night sef,2
no be person wey first call police dey win case cross de boss spill out dear im loving the conversation with queen cross,0
i saw it comingi know its just a matter of time bpsg finally falls like a pack of cardandcitydem own na dis wkend,2
star boy why are you a devil no cap you just drop no hype and now you dey top wey dey trend so much blessings in one human always blowing off our mind,0
i dey enerhen junction nothing dey happen,0
shey una dey see una mate we cant boast of hrs light in one week over here,2
i dont know o but this and question song dey make me happy everytime understand too go come make me dey miss my friend wey i quarell with,2
na so dem go continue to dey collide,2
e for better sef if baba dribble me i no dey struggle oh i dey just collect my l move,2
where una for dey see this money you even get balance omo,2
can you just shut up abeg like shat up sheybi na your pikin them burn you for her mouth dey yarn okoto like this,2
peopleare getting dressed una dey here dey talk mtchewwwww,2
the shoe nor even be your size borrow pose i sure say you dey carry filter for pocket waka becos all your picture na filter,2
all of una wey dey tell me say una love me make i no see una for my dm again ooo,2
